
Exp3BirthRate, New Run at  03/22/2015 18:04:19
, Time,TotalArticleNum,ArticleNuminBatch
data,1241630400,159,22
data,1241630400,159,22
data,1241630700,159,22
data,1241631000,159,21
data,1241631300,159,21
data,1241631600,159,21
data,1241631600,159,21
data,1241631900,159,21
data,1241632200,159,21
data,1241632500,159,21
data,1241632800,159,21
data,1241632800,159,21
data,1241633100,159,21
data,1241633400,159,21
data,1241633700,159,21
data,1241634000,159,21
data,1241634000,159,21
data,1241634300,159,21
data,1241634600,159,21
data,1241634900,159,21
data,1241635200,159,21
data,1241635500,160,22
data,1241635500,160,22
data,1241635800,160,22
data,1241636100,160,21
data,1241636400,160,21
data,1241636700,160,21
data,1241636700,160,21
data,1241637000,163,24
data,1241637300,163,24
data,1241637600,163,22
data,1241637900,163,22
data,1241637900,163,22
data,1241638200,163,22
data,1241638500,163,22
data,1241638800,163,22
data,1241639100,163,22
data,1241639100,163,22
data,1241639400,163,22
data,1241639700,163,22
data,1241640000,163,22
data,1241640000,163,22
data,1241640300,165,24
data,1241640600,165,24
data,1241640900,165,24
data,1241640900,165,22
data,1241641200,165,22
data,1241641500,165,21
data,1241641800,165,21
data,1241642100,165,21
data,1241642100,165,21
data,1241642400,165,21
data,1241642700,165,21
data,1241643000,166,22
data,1241643000,166,22
data,1241643300,166,22
data,1241643600,166,22
data,1241643900,166,22
data,1241644200,166,22
data,1241644200,166,22
data,1241644500,166,22
data,1241644800,166,22
data,1241645100,166,22
data,1241645400,166,22
data,1241645400,166,22
data,1241645700,166,22
data,1241646000,166,22
data,1241646300,167,23
data,1241646600,167,23
data,1241646900,167,23
data,1241647200,167,23
data,1241647200,167,23
data,1241647500,168,24
data,1241647800,168,24
data,1241648100,168,23
data,1241648400,168,23
data,1241648700,168,23
data,1241649000,168,23
data,1241649300,168,23
data,1241649600,168,23
data,1241649900,168,23
data,1241650200,168,23
data,1241650200,168,23
data,1241650500,168,23
data,1241650800,168,23
data,1241651100,168,23
data,1241651400,168,23
data,1241651700,168,23
data,1241652000,168,23
data,1241652300,168,23
data,1241652600,168,23
data,1241652900,168,23
data,1241653200,169,24
data,1241653500,169,24
data,1241653800,170,24
data,1241654100,170,24
data,1241654400,170,23
data,1241654400,170,23
data,1241654700,170,23
data,1241655000,171,24
data,1241655300,171,24
data,1241655600,171,23
data,1241655900,171,23
data,1241656200,171,23
data,1241656500,171,23
data,1241656800,171,23
data,1241657100,171,23
data,1241657400,171,23
data,1241657700,171,23
data,1241658000,172,24
data,1241658000,172,24
data,1241658300,173,25
data,1241658600,173,25
data,1241658900,173,23
data,1241659200,173,23
data,1241659500,173,23
data,1241659800,173,23
data,1241660100,173,23
data,1241660400,173,23
data,1241660700,173,23
data,1241661000,173,23
data,1241661300,173,23
data,1241661600,174,24
data,1241661600,174,24
data,1241661900,174,24
data,1241662200,174,23
data,1241662500,174,23
data,1241662800,174,23
data,1241663100,174,23
data,1241663400,174,23
data,1241663700,174,23
data,1241664000,175,24
data,1241664300,175,24
data,1241664600,175,23
data,1241664900,175,23
data,1241665200,175,23
data,1241665500,175,23
data,1241665800,175,23
data,1241666100,175,23
data,1241666400,175,23
data,1241666700,175,23
data,1241667000,175,23
data,1241667300,175,23
data,1241667900,175,23
data,1241668200,175,23
data,1241668500,175,23
data,1241668800,176,24
data,1241669400,176,24
data,1241669700,176,23
data,1241670000,176,23
data,1241670600,176,23
data,1241670900,176,23
data,1241671500,176,23
data,1241671800,176,23
data,1241672400,176,23
data,1241673000,176,23
data,1241673300,176,23
data,1241673900,176,23
data,1241674500,176,23
data,1241675100,176,23
data,1241675400,176,23
data,1241676000,176,23
data,1241676600,176,23
data,1241677200,176,23
data,1241677800,176,23
data,1241678400,176,23
data,1241679300,176,20
data,1241679300,176,20
data,1241679900,176,20
data,1241680500,176,20
data,1241681400,176,20
data,1241682000,176,20
data,1241682900,176,20
data,1241683500,176,20
data,1241684400,176,20
data,1241685300,176,20
data,1241686200,176,20
data,1241686800,176,20
data,1241687700,176,20
data,1241688600,176,20
data,1241689200,176,20
data,1241690100,176,20
data,1241690700,176,20
data,1241691600,176,20
data,1241692200,176,20
data,1241692800,176,20
data,1241693400,176,20
data,1241694000,176,20
data,1241694300,176,20
data,1241694900,177,21
data,1241695500,177,21
data,1241695800,177,20
data,1241696400,177,20
data,1241696700,177,20
data,1241697300,177,20
data,1241697600,177,20
data,1241697900,177,20
data,1241698200,177,20
data,1241698500,177,20
data,1241699100,177,20
data,1241699400,177,20
data,1241699700,177,20
data,1241700000,177,20
data,1241700300,177,20
data,1241700600,177,20
data,1241700900,177,20
data,1241701200,177,20
data,1241701500,178,21
data,1241701800,178,21
data,1241702100,178,20
data,1241702400,178,20
data,1241702700,178,20
data,1241702700,178,20
data,1241703000,178,20
data,1241703300,178,20
data,1241703600,179,21
data,1241703900,179,21
data,1241704200,179,20
data,1241704500,179,20
data,1241704800,179,20
data,1241704800,179,20
data,1241705100,180,21
data,1241705400,180,21
data,1241705700,180,21
data,1241706000,180,21
data,1241706300,180,21
data,1241706300,180,21
data,1241706600,180,21
data,1241706900,180,21
data,1241707200,180,21
data,1241707500,180,21
data,1241707800,180,20
data,1241707800,180,20
data,1241708100,180,20
data,1241708400,181,21
data,1241708700,181,21
data,1241709000,181,20
data,1241709000,181,20
data,1241709300,182,21
data,1241709600,182,21
data,1241709900,182,20
data,1241710200,182,20
data,1241710200,182,20
data,1241710500,182,20
data,1241710800,183,21
data,1241711100,183,21
data,1241711400,183,20
data,1241711400,183,20
data,1241711700,184,21
data,1241712000,184,21
data,1241712300,185,21
data,1241712600,185,21
data,1241712600,185,20
data,1241712900,185,20
data,1241713200,185,20
data,1241713500,186,21
data,1241713800,186,21
data,1241714100,186,20
data,1241714100,186,20
data,1241714400,187,21
data,1241714700,187,21
data,1241715000,187,21
data,1241715300,187,21
data,1241715300,187,21
data,1241715600,187,21
data,1241715900,189,23
data,1241716200,189,23
data,1241716500,189,21
data,1241716800,189,21
data,1241716800,189,21
data,1241717100,189,21
data,1241717400,189,21
data,1241717700,190,22
data,1241718000,190,22
data,1241718000,190,21
data,1241718300,190,21
data,1241718600,190,21
data,1241718900,190,21
data,1241719200,190,21
data,1241719500,190,21
data,1241719500,190,21
data,1241719800,190,21
data,1241720100,190,21
data,1241720400,190,21
data,1241720700,190,21
data,1241721000,190,21
data,1241721000,190,21
data,1241721300,190,21
data,1241721600,190,21
data,1241721900,190,21
data,1241722200,190,21
data,1241722500,190,21
data,1241722500,190,21
data,1241722800,191,22
data,1241723100,191,22
data,1241723400,191,21
data,1241723700,192,22
data,1241724000,192,21
data,1241724000,192,21
data,1241724300,192,21
data,1241724600,192,21
data,1241724900,192,21
data,1241725200,192,21
data,1241725200,192,21
data,1241725500,193,22
data,1241725800,193,22
data,1241726100,193,22
data,1241726400,193,22
data,1241726400,193,21
data,1241726700,193,21
data,1241727000,193,21
data,1241727300,193,21
data,1241727600,193,21
data,1241727600,193,21
data,1241727900,194,22
data,1241728200,194,22
data,1241728500,194,21
data,1241728800,195,22
data,1241729100,196,23
data,1241729100,196,23
data,1241729400,196,23
data,1241729700,197,23
data,1241730000,197,23
data,1241730300,197,22
data,1241730300,197,22
data,1241730600,197,22
data,1241730900,197,22
data,1241731200,197,22
data,1241731500,197,22
data,1241731800,197,22
data,1241732100,197,22
data,1241732100,197,22
data,1241732400,197,22
data,1241732700,197,22
data,1241733000,197,22
data,1241733300,197,22
data,1241733600,197,22
data,1241733900,197,22
data,1241734200,198,23
data,1241734500,198,23
data,1241734800,198,22
data,1241735100,199,23
data,1241735400,199,23
data,1241735700,199,22
data,1241736000,199,22
data,1241736300,199,22
data,1241736300,199,22
data,1241736600,199,22
data,1241736900,199,22
data,1241737200,199,22
data,1241737500,199,22
data,1241737800,199,22
data,1241738100,199,22
data,1241738400,199,22
data,1241738700,199,22
data,1241739000,199,22
data,1241739300,199,22
data,1241739600,199,22
data,1241739900,199,22
data,1241740200,199,22
data,1241740500,199,22
data,1241740800,199,22
data,1241741100,199,22
data,1241741400,199,22
data,1241741700,199,22
data,1241742000,199,22
data,1241742300,199,22
data,1241742600,199,22
data,1241742900,199,22
data,1241743200,199,22
data,1241743500,200,23
data,1241743800,201,24
data,1241744100,201,24
data,1241744400,201,23
data,1241744700,202,24
data,1241745000,202,24
data,1241745300,202,23
data,1241745600,202,23
data,1241745600,202,23
data,1241745900,202,23
data,1241746200,202,23
data,1241746500,202,23
data,1241746800,202,23
data,1241747100,202,23
data,1241747400,202,23
data,1241747700,202,23
data,1241748000,202,23
data,1241748300,203,24
data,1241748600,203,24
data,1241748900,203,23
data,1241749200,203,23
data,1241749500,203,23
data,1241749800,203,23
data,1241750100,203,23
data,1241750400,203,23
data,1241750700,203,23
data,1241751000,203,23
data,1241751300,203,23
data,1241751600,203,23
data,1241751900,203,23
data,1241752200,203,23
data,1241752500,203,23
data,1241752800,203,23
data,1241753400,203,23
data,1241753700,203,23
data,1241754000,203,23
data,1241754300,203,23
data,1241754900,203,23
data,1241755200,203,23
data,1241755500,203,23
data,1241756100,203,23
data,1241756400,203,23
data,1241757000,203,23
data,1241757300,203,23
data,1241757900,203,23
data,1241758200,203,23
data,1241758800,203,23
data,1241759400,203,23
data,1241759700,203,23
data,1241760300,203,23
data,1241760900,203,23
data,1241761500,203,23
data,1241762100,203,23
data,1241762700,203,23
data,1241763300,203,23
data,1241764200,204,24
data,1241764800,204,20
data,1241765400,204,20
data,1241765700,204,20
data,1241766300,204,20
data,1241766900,204,20
data,1241767800,204,20
data,1241768700,204,20
data,1241769300,204,20
data,1241770200,204,20
data,1241771100,204,20
data,1241772000,204,20
data,1241772900,204,20
data,1241773800,204,20
data,1241774700,204,20
data,1241775600,204,20
data,1241776500,204,20
data,1241777100,204,20
data,1241778000,204,20
data,1241778600,205,21
data,1241779200,205,21
data,1241779800,205,20
data,1241780400,205,20
data,1241781000,205,20
data,1241781600,205,20
data,1241781900,205,20
data,1241782500,206,21
data,1241782800,206,20
data,1241783400,206,20
data,1241783700,206,20
data,1241784000,206,20
data,1241784600,206,20
data,1241784900,206,20
data,1241785200,206,20
data,1241785500,206,20
data,1241785800,207,21
data,1241786400,207,21
data,1241786700,207,20
data,1241787000,207,20
data,1241787300,207,20
data,1241787600,207,20
data,1241787900,207,20
data,1241788200,207,20
data,1241788500,207,20
data,1241788800,207,20
data,1241789100,208,21
data,1241789400,208,21
data,1241789400,208,21
data,1241789700,208,21
data,1241790000,208,20
data,1241790300,208,20
data,1241790600,208,20
data,1241790900,208,20
data,1241791200,208,20
data,1241791500,208,20
data,1241791800,208,20
data,1241791800,208,20
data,1241792100,208,20
data,1241792400,208,20
data,1241792700,208,20
data,1241793000,208,20
data,1241793300,209,21
data,1241793600,209,21
data,1241793600,209,20
data,1241793900,209,20
data,1241794200,209,20
data,1241794500,209,20
data,1241794800,210,21
data,1241795100,210,21
data,1241795400,210,20
data,1241795400,210,20
data,1241795700,210,20
data,1241796000,210,20
data,1241796300,210,20
data,1241796600,210,20
data,1241796900,210,20
data,1241797200,210,20
data,1241797200,211,21
data,1241797500,211,21
data,1241797800,211,20
data,1241798100,211,20
data,1241798400,211,20
data,1241798700,211,20
data,1241799000,211,20
data,1241799000,211,20
data,1241799300,211,20
data,1241799600,211,20
data,1241799900,211,20
data,1241800200,211,20
data,1241800500,211,20
data,1241800800,212,21
data,1241800800,212,21
data,1241801100,212,21
data,1241801400,212,20
data,1241801700,212,20
data,1241802000,212,20
data,1241802300,212,20
data,1241802600,212,20
data,1241802900,212,20
data,1241803200,212,20
data,1241803200,212,20
data,1241803500,212,20
data,1241803800,212,20
data,1241804100,212,20
data,1241804400,213,21
data,1241804700,213,21
data,1241805000,214,21
data,1241805300,214,21
data,1241805300,214,21
data,1241805600,214,21
data,1241805900,215,22
data,1241806200,215,22
data,1241806500,216,22
data,1241806800,216,22
data,1241807100,216,21
data,1241807400,216,21
data,1241807700,217,22
data,1241807700,217,22
data,1241808000,217,22
data,1241808300,217,21
data,1241808600,217,21
data,1241808900,217,21
data,1241809200,217,21
data,1241809500,217,21
data,1241809800,217,21
data,1241810100,217,21
data,1241810100,217,21
data,1241810400,217,21
data,1241810700,217,21
data,1241811000,217,21
data,1241811300,218,22
data,1241811600,219,23
data,1241811900,219,23
data,1241812200,219,22
data,1241812200,219,22
data,1241812500,219,22
data,1241812800,219,22
data,1241813100,219,22
data,1241813400,219,22
data,1241813700,220,23
data,1241814000,220,23
data,1241814300,220,22
data,1241814300,220,22
data,1241814600,220,22
data,1241814900,220,22
data,1241815200,220,22
data,1241815500,220,22
data,1241815800,220,22
data,1241816100,220,22
data,1241816400,221,23
data,1241816700,221,23
data,1241817000,221,22
data,1241817300,221,22
data,1241817600,221,22
data,1241817900,221,22
data,1241818200,221,22
data,1241818500,221,22
data,1241818800,221,22
data,1241819100,221,22
data,1241819400,221,22
data,1241819700,221,22
data,1241820000,221,22
data,1241820300,221,22
data,1241820600,222,23
data,1241820900,222,23
data,1241821200,223,24
data,1241821500,224,25
data,1241821800,224,24
data,1241822100,224,23
data,1241822400,224,23
data,1241822700,224,23
data,1241823300,224,23
data,1241823600,226,25
data,1241823900,226,25
data,1241824200,227,24
data,1241824500,227,24
data,1241824800,227,23
data,1241825100,227,23
data,1241825700,228,24
data,1241826000,228,24
data,1241826300,228,23
data,1241826600,228,23
data,1241826900,228,23
data,1241827500,228,23
data,1241827800,228,23
data,1241828100,228,23
data,1241828400,228,23
data,1241828700,228,23
data,1241829300,228,23
data,1241829600,229,24
data,1241829900,229,24
data,1241830200,229,23
data,1241830500,229,23
data,1241831100,230,24
data,1241831400,230,23
data,1241831700,230,23
data,1241832000,230,23
data,1241832300,230,23
data,1241832900,230,23
data,1241833200,230,23
data,1241833500,230,23
data,1241833800,230,23
data,1241834100,230,23
data,1241834700,230,23
data,1241835000,230,23
data,1241835300,230,23
data,1241835600,230,23
data,1241835900,232,25
data,1241836500,232,25
data,1241836800,232,23
data,1241837100,232,23
data,1241837400,232,23
data,1241838000,232,23
data,1241838300,232,23
data,1241838600,232,23
data,1241839200,232,23
data,1241839500,232,23
data,1241839800,232,23
data,1241840400,232,23
data,1241840700,232,23
data,1241841300,232,23
data,1241841600,232,23
data,1241842200,232,23
data,1241842500,232,23
data,1241843100,232,23
data,1241843400,232,23
data,1241844000,232,23
data,1241844300,232,23
data,1241844900,232,23
data,1241845500,232,23
data,1241846100,232,23
data,1241846700,232,23
data,1241847300,232,23
data,1241847900,232,23
data,1241848500,232,23
data,1241849100,232,23
data,1241849700,232,23
data,1241850600,232,23
data,1241851200,232,23
data,1241852100,232,23
data,1241852100,232,23
data,1241853000,232,23
data,1241853600,232,20
data,1241854500,232,19
data,1241855400,232,19
data,1241856300,232,19
data,1241857500,232,19
data,1241858400,232,19
data,1241859300,232,19
data,1241860500,232,19
data,1241861400,232,19
data,1241862600,232,19
data,1241863500,232,19
data,1241864400,232,19
data,1241865300,232,19
data,1241866200,232,19
data,1241867100,232,19
data,1241867700,232,19
data,1241868300,232,19
data,1241869200,232,19
data,1241869800,232,19
data,1241870400,232,19
data,1241871000,232,19
data,1241871300,232,19
data,1241871900,232,19
data,1241872500,232,19
data,1241872800,232,19
data,1241873400,232,19
data,1241873700,232,19
data,1241874300,232,19
data,1241874600,232,19
data,1241875200,232,19
data,1241875500,232,19
data,1241876100,232,19
data,1241876400,232,19
data,1241876700,232,19
data,1241877300,232,19
data,1241877600,232,19
data,1241877900,232,19
data,1241878200,232,19
data,1241878800,232,19
data,1241879100,234,21
data,1241879400,234,21
data,1241879700,234,20
data,1241880000,234,20
data,1241880600,234,20
data,1241880900,234,20
data,1241881200,234,20
data,1241881500,234,20
data,1241881800,235,21
data,1241882400,235,21
data,1241882700,235,21
data,1241883000,235,21
data,1241883300,235,21
data,1241883600,235,21
data,1241883900,235,21
data,1241884500,236,22
data,1241884800,236,22
data,1241885100,236,21
data,1241885400,236,21
data,1241885700,236,21
data,1241886000,236,21
data,1241886600,238,23
data,1241886900,239,22
data,1241887200,239,22
data,1241887500,239,21
data,1241887800,239,21
data,1241888400,239,21
data,1241888700,239,21
data,1241889000,239,21
data,1241889300,239,21
data,1241889600,239,21
data,1241890200,239,21
data,1241890500,240,22
data,1241890800,240,22
data,1241891100,241,23
data,1241891400,241,23
data,1241892000,241,22
data,1241892300,241,22
data,1241892600,241,22
data,1241892900,241,22
data,1241893500,242,23
data,1241893800,242,23
data,1241894100,243,23
data,1241894400,243,23
data,1241895000,243,22
data,1241895300,243,22
data,1241895600,243,22
data,1241895900,244,23
data,1241896500,244,23
data,1241896800,244,22
data,1241897100,244,22
data,1241897700,245,23
data,1241898000,245,22
data,1241898300,245,22
data,1241898600,245,22
data,1241899200,245,22
data,1241899500,245,22
data,1241899800,245,22
data,1241900400,245,22
data,1241900700,245,22
data,1241901000,245,22
data,1241901600,245,22
data,1241901900,245,22
data,1241902200,245,22
data,1241902800,245,22
data,1241903100,247,24
data,1241903700,247,24
data,1241904000,247,22
data,1241904300,247,22
data,1241904900,247,22
data,1241905200,247,22
data,1241905800,247,22
data,1241906100,247,22
data,1241906400,247,22
data,1241907000,247,22
data,1241907300,247,22
data,1241907900,248,23
data,1241908200,248,22
data,1241908800,248,22
data,1241909100,248,22
data,1241909700,249,23
data,1241910000,249,23
data,1241910300,249,22
data,1241910900,250,23
data,1241911200,250,22
data,1241911800,250,22
data,1241912100,250,22
data,1241912700,251,23
data,1241913000,251,23
data,1241913600,251,22
data,1241913900,251,22
data,1241914500,251,22
data,1241914800,251,22
data,1241915400,251,22
data,1241915700,251,22
data,1241916000,251,22
data,1241916600,251,22
data,1241916900,251,22
data,1241917500,251,22
data,1241917800,252,23
data,1241918100,252,23
data,1241918700,252,22
data,1241919000,252,22
data,1241919600,252,22
data,1241919900,252,22
data,1241920200,252,22
data,1241920800,252,22
data,1241921100,252,22
data,1241921400,252,22
data,1241922000,252,22
data,1241922300,252,22
data,1241922900,252,22
data,1241923200,252,22
data,1241923500,252,22
data,1241924100,252,22
data,1241924400,252,22
data,1241925000,252,22
data,1241925300,252,22
data,1241925900,252,22
data,1241926200,252,22
data,1241926800,252,22
data,1241927100,252,22
data,1241927700,252,22
data,1241928000,252,22
data,1241928600,252,22
data,1241928900,253,23
data,1241929500,253,23
data,1241930100,253,22
data,1241930700,253,22
data,1241931000,253,22
data,1241931600,253,22
data,1241932200,253,22
data,1241932800,253,22
data,1241933400,253,22
data,1241934000,253,22
data,1241934900,253,22
data,1241935500,253,22
data,1241936100,253,22
data,1241937000,253,22
data,1241937600,253,20
data,1241938500,253,20
data,1241938500,253,20
data,1241939400,253,20
data,1241940300,253,20
data,1241941200,253,20
data,1241942100,253,20
data,1241943000,253,20
data,1241943900,253,20
data,1241945100,253,20
data,1241946000,253,21
data,1241947200,253,21
data,1241948400,253,20
data,1241949300,253,20
data,1241950500,253,20
data,1241951400,253,20
data,1241952600,253,20
data,1241953500,253,20
data,1241954100,253,20
data,1241955000,253,20
data,1241955600,253,20
data,1241956500,253,20
data,1241957100,253,20
data,1241957700,253,20
data,1241958300,253,20
data,1241958900,253,20
data,1241959500,253,20
data,1241959800,253,20
data,1241960400,253,20
data,1241961000,253,20
data,1241961300,253,20
data,1241961900,253,20
data,1241962200,253,20
data,1241962800,253,20
data,1241963100,253,20
data,1241963700,253,20
data,1241964000,253,20
data,1241964600,253,20
data,1241964900,253,20
data,1241965200,254,21
data,1241965800,254,21
data,1241966100,254,20
data,1241966400,254,20
data,1241967000,254,20
data,1241967300,254,20
data,1241967600,254,20
data,1241968200,254,20
data,1241968500,256,22
data,1241968800,256,22
data,1241969400,256,21
data,1241969700,256,21
data,1241970000,256,21
data,1241970300,256,21
data,1241970900,256,21
data,1241971200,256,21
data,1241971500,257,22
data,1241971800,257,22
data,1241972400,257,22
data,1241972700,257,22
data,1241973000,257,22
data,1241973600,258,23
data,1241973900,259,24
data,1241974200,259,22
data,1241974500,259,20
data,1241975100,259,20
data,1241975400,259,20
data,1241975700,259,20
data,1241976000,260,21
data,1241976600,260,21
data,1241976900,260,21
data,1241977200,260,21
data,1241977800,260,21
data,1241978100,260,21
data,1241978400,260,21
data,1241979000,260,21
data,1241979300,260,20
data,1241979600,260,20
data,1241979900,260,20
data,1241980500,260,20
data,1241980800,260,20
data,1241981100,260,20
data,1241981700,261,21
data,1241982000,261,21
data,1241982300,261,20
data,1241982900,261,20
data,1241983200,261,20
data,1241983500,261,20
data,1241984100,261,20
data,1241984400,261,20
data,1241984700,261,20
data,1241985300,262,21
data,1241985600,263,22
data,1241985900,263,21
data,1241986500,263,20
data,1241986800,263,20
data,1241987400,263,20
data,1241987700,263,20
data,1241988000,263,20
data,1241988600,264,21
data,1241988900,264,21
data,1241989200,264,20
data,1241989800,265,21
data,1241990100,265,21
data,1241990400,265,21
data,1241991000,265,21
data,1241991300,265,21
data,1241991600,265,21
data,1241992200,265,21
data,1241992500,265,21
data,1241992800,265,21
data,1241993400,265,21
data,1241993700,265,21
data,1241994000,265,21
data,1241994600,265,21
data,1241994900,266,22
data,1241995200,266,22
data,1241995800,266,22
data,1241996100,266,21
data,1241996400,266,21
data,1241997000,267,22
data,1241997300,267,22
data,1241997600,267,21
data,1241997900,267,21
data,1241998500,267,21
data,1241998800,267,21
data,1241999100,267,21
data,1241999400,267,21
data,1241999700,267,21
data,1242000000,267,21
data,1242000600,267,21
data,1242000900,267,21
data,1242001200,267,21
data,1242001500,268,22
data,1242001800,268,22
data,1242002100,268,21
data,1242002400,268,21
data,1242002700,268,21
data,1242003000,268,21
data,1242003300,268,21
data,1242003600,269,22
data,1242003900,269,22
data,1242004200,269,21
data,1242004500,269,21
data,1242004800,269,21
data,1242005100,269,21
data,1242005400,269,21
data,1242005700,269,21
data,1242006000,269,21
data,1242006600,269,21
data,1242006900,269,21
data,1242007200,269,21
data,1242007500,269,21
data,1242007800,269,21
data,1242008100,269,21
data,1242008400,269,21
data,1242008700,269,21
data,1242009000,269,21
data,1242009300,269,21
data,1242009600,269,21
data,1242009900,269,21
data,1242010200,270,22
data,1242010800,270,22
data,1242011100,270,22
data,1242011400,270,22
data,1242011700,270,22
data,1242012000,270,22
data,1242012300,270,22
data,1242012900,270,22
data,1242013200,270,22
data,1242013500,271,23
data,1242013800,271,23
data,1242014400,271,22
data,1242014700,271,22
data,1242015300,271,22
data,1242015600,271,22
data,1242016200,271,22
data,1242016500,271,22
data,1242017100,271,22
data,1242017400,271,22
data,1242018000,271,22
data,1242018600,271,22
data,1242019200,271,22
data,1242019500,271,22
data,1242020100,271,22
data,1242020700,271,22
data,1242021300,271,22
data,1242021900,271,22
data,1242022500,271,20
data,1242023100,271,20
data,1242024000,271,20
data,1242024600,271,20
data,1242024900,271,20
